time,x,y,d,press,skin0_x,skin0_y,skin0_z,skin1_x,skin1_y,skin1_z,skin2_x,skin2_y,skin2_z,skin3_x,skin3_y,skin3_z
1681372810.2221236,0.0,0.0,0.3,0.018769592183326723,42.0,-18.3,-284.11,-24.6,57.3,-232.32,20.1,59.1,-299.6,-81.9,50.1,-245.87
1681372810.2542257,0.0,0.0,0.3,0.018769592183326723,41.7,-17.1,-278.78,-26.4,56.1,-230.38,20.4,61.8,-297.66,-81.3,46.5,-249.26
1681372810.2703464,0.0,0.0,0.3,0.019062867061191202,43.8,-17.7,-280.72,-24.0,56.7,-231.35,19.5,59.7,-298.63,-81.9,48.9,-242.97
1681372810.3015802,0.0,0.0,0.3,0.019062867061191202,40.8,-17.7,-281.2,-25.8,57.3,-231.35,20.7,60.3,-300.08,-82.8,48.6,-246.84
1681372810.317215,0.0,0.0,0.3,0.019062867061191202,41.4,-16.5,-284.59,-24.6,56.1,-230.38,20.4,60.3,-294.76,-83.4,48.9,-245.87
1681372810.3483958,0.0,0.0,0.3,0.019062867061191202,41.4,-16.5,-276.36,-26.7,57.9,-229.42,21.3,59.1,-295.24,-81.3,48.9,-246.36
1681372810.3640316,0.0,0.0,0.3,0.019062867061191202,41.4,-18.9,-278.78,-25.2,57.6,-227.48,20.4,62.4,-299.6,-81.0,50.4,-245.87
1681372810.3953145,0.0,0.0,0.3,0.019062867061191202,42.3,-16.5,-280.24,-27.6,56.4,-234.26,20.4,60.0,-298.63,-82.5,47.4,-248.78
1681372810.4265428,0.0,0.0,0.3,0.019062867061191202,41.1,-16.2,-277.82,-25.8,56.7,-227.96,21.3,60.6,-299.11,-82.2,47.7,-243.94
1681372810.4420435,0.0,0.0,0.3,0.019062867061191202,39.9,-15.3,-277.82,-26.7,56.4,-234.26,20.7,59.4,-297.66,-81.0,48.6,-242.97
1681372810.4733946,0.0,0.0,0.3,0.019136185780657324,40.2,-16.2,-278.3,-27.0,57.6,-230.87,21.9,61.8,-296.69,-81.0,47.7,-243.94
1681372810.4890199,0.0,0.0,0.3,0.019136185780657324,42.0,-14.1,-281.69,-27.6,56.4,-232.32,19.5,59.4,-296.69,-82.5,48.9,-247.81
1681372810.520213,0.0,0.0,0.3,0.019136185780657324,40.5,-17.4,-280.72,-27.9,54.6,-229.9,22.8,60.3,-299.11,-82.8,47.1,-245.87
1681372810.542333,0.0,0.0,0.3,0.019136185780657324,41.1,-15.6,-279.27,-26.4,58.8,-231.84,20.4,61.2,-298.14,-84.0,47.1,-244.9
1681372810.5691333,0.0,0.0,0.3,0.019136185780657324,42.3,-18.6,-282.66,-23.4,55.5,-230.87,20.7,60.0,-297.66,-84.0,47.7,-247.81
1681372810.584727,0.0,0.0,0.3,0.019136185780657324,43.8,-17.7,-282.66,-26.1,56.7,-231.84,20.4,61.2,-300.08,-83.1,47.1,-246.36
1681372810.6160164,0.0,0.0,0.3,0.019136185780657324,42.6,-16.8,-281.2,-27.9,59.4,-231.35,20.4,62.1,-301.53,-82.5,46.2,-245.39
1681372810.6422472,0.0,0.0,0.3,0.019136185780657324,42.6,-14.7,-278.78,-27.0,57.0,-229.9,19.2,61.8,-294.76,-78.0,45.9,-245.87
1681372810.6634753,0.0,0.0,0.3,0.019136185780657324,41.7,-16.2,-284.11,-25.8,59.4,-234.74,19.8,60.6,-299.11,-81.0,49.8,-245.87
1681372810.679449,0.0,0.0,0.3,0.01920950450012344,41.4,-18.6,-281.2,-26.7,56.7,-230.38,19.5,60.9,-294.76,-81.6,49.2,-241.52
1681372810.7102463,0.0,0.0,0.3,0.01920950450012344,40.8,-16.5,-280.72,-26.1,55.5,-227.48,21.6,59.4,-298.63,-79.5,48.3,-245.87
1681372810.726329,0.0,0.0,0.3,0.01920950450012344,41.7,-18.3,-278.3,-27.9,57.3,-229.9,21.6,61.8,-298.63,-83.1,47.7,-243.45
1681372810.7579966,0.0,0.0,0.3,0.01920950450012344,42.0,-18.6,-283.62,-26.1,55.5,-230.87,20.7,62.7,-297.18,-84.0,48.9,-243.94
1681372810.7736578,0.0,0.0,0.3,0.01920950450012344,41.1,-17.4,-282.66,-24.0,56.7,-231.35,20.4,61.8,-296.21,-81.0,48.3,-244.9
1681372810.8052156,0.0,0.0,0.3,0.01920950450012344,39.9,-17.7,-282.17,-25.5,56.1,-229.9,20.4,60.3,-301.05,-80.1,48.6,-244.9
1681372810.8205254,0.0,0.0,0.3,0.01920950450012344,41.1,-15.9,-281.2,-27.3,57.6,-230.38,18.0,60.3,-298.14,-82.2,46.8,-245.87
1681372810.852641,0.0,0.0,0.3,0.01920950450012344,40.2,-18.6,-283.14,-25.5,55.8,-228.93,21.9,61.2,-298.63,-82.8,45.9,-245.87
1681372810.8687594,0.0,0.0,0.3,0.01920950450012344,41.1,-15.6,-280.72,-26.1,57.0,-234.26,18.9,59.7,-296.69,-82.5,46.8,-243.94
1681372810.900598,0.0,0.0,0.3,0.01920950450012344,41.4,-16.2,-284.11,-26.7,57.3,-230.38,19.8,61.2,-298.63,-83.1,48.6,-249.26
1681372810.9166985,0.0,0.0,0.3,0.01920950450012344,39.3,-15.6,-278.78,-24.9,53.7,-227.96,19.2,60.0,-297.66,-81.9,48.6,-248.78
1681372810.9483452,0.0,0.0,0.3,0.01920950450012344,42.3,-16.5,-282.17,-24.9,58.5,-230.38,21.9,58.5,-297.66,-80.4,50.7,-246.84
1681372810.9765809,0.0,0.0,0.3,0.01920950450012344,40.5,-16.8,-278.78,-28.5,56.4,-228.45,20.1,59.1,-294.76,-85.2,46.5,-242.97
1681372810.9967203,0.0,0.0,0.3,0.01920950450012344,41.4,-16.2,-280.24,-26.1,57.0,-232.8,19.8,60.3,-299.11,-81.6,47.7,-245.87
1681372811.0123482,0.0,0.0,0.3,0.01920950450012344,40.5,-15.0,-280.24,-27.6,57.3,-230.38,20.1,59.1,-298.14,-81.0,49.5,-245.87
1681372811.0441484,0.0,0.0,0.3,0.01920950450012344,42.6,-16.8,-280.24,-27.3,56.4,-230.38,21.9,57.3,-301.53,-82.5,49.5,-243.94
1681372811.060131,0.0,0.0,0.3,0.01920950450012344,42.6,-17.4,-280.72,-27.3,59.1,-228.45,20.7,59.1,-294.27,-80.7,51.0,-245.87
1681372811.091861,0.0,0.0,0.3,0.01920950450012344,41.4,-18.0,-279.27,-28.2,56.1,-232.32,21.3,58.8,-297.18,-80.7,47.7,-246.36
1681372811.122672,0.0,0.0,0.3,0.019136185780657324,40.8,-18.6,-282.17,-25.5,57.0,-230.87,18.9,60.3,-297.18,-84.6,47.4,-247.81
1681372811.144395,0.0,0.0,0.3,0.019136185780657324,42.0,-15.0,-278.78,-27.3,57.6,-227.96,21.3,59.4,-297.18,-81.9,48.6,-245.87
1681372811.1544335,0.0,0.0,0.3,0.019136185780657324,43.2,-19.5,-283.62,-26.4,58.2,-230.87,20.1,58.8,-293.79,-81.3,46.8,-247.32
1681372811.185716,0.0,0.0,0.3,0.019136185780657324,41.4,-18.6,-284.11,-25.8,57.6,-232.8,21.0,57.3,-297.66,-82.5,49.2,-245.87
1681372811.21698,0.0,0.0,0.3,0.019136185780657324,42.6,-18.3,-282.17,-25.2,60.3,-229.9,19.2,60.3,-295.24,-84.6,50.4,-249.74
1681372811.232654,0.0,0.0,0.3,0.019136185780657324,38.4,-15.9,-279.27,-27.3,57.6,-231.84,19.8,60.9,-298.14,-80.1,47.4,-243.94
1681372811.2648578,0.0,0.0,0.3,0.019136185780657324,42.3,-16.2,-281.69,-26.7,56.7,-228.45,19.2,60.0,-299.11,-82.2,50.1,-249.74
1681372811.2806094,0.0,0.0,0.3,0.019136185780657324,42.0,-13.2,-280.72,-26.4,56.1,-230.38,19.2,57.9,-297.18,-81.6,50.7,-246.84
1681372811.312164,0.0,0.0,0.3,0.019136185780657324,41.4,-18.0,-280.72,-26.1,56.1,-227.48,20.7,60.3,-297.66,-82.2,48.9,-245.39
1681372811.3274622,0.0,0.0,0.3,0.019136185780657324,41.1,-17.4,-284.59,-27.3,56.7,-231.35,22.8,61.8,-297.66,-83.4,50.7,-245.87
1681372811.3599634,0.0,0.0,0.3,0.019136185780657324,40.5,-18.0,-281.69,-27.6,59.1,-230.87,21.6,58.2,-298.14,-81.9,48.3,-249.26
1681372811.3759933,0.0,0.0,0.3,0.019136185780657324,41.1,-17.7,-281.2,-24.9,58.5,-231.35,20.4,59.1,-297.66,-83.4,46.8,-247.81
1681372811.4069471,0.0,0.0,0.3,0.019136185780657324,41.4,-18.3,-281.2,-25.5,57.3,-229.42,19.5,60.0,-295.24,-83.1,49.5,-244.9
1681372811.4229593,0.0,0.0,0.3,0.019136185780657324,41.1,-18.9,-281.69,-25.5,57.3,-232.8,21.6,61.5,-296.69,-81.0,48.0,-244.9
1681372811.454578,0.0,0.0,0.3,0.019136185780657324,43.2,-15.0,-281.69,-26.1,56.7,-231.84,18.3,58.5,-297.18,-81.6,48.0,-247.32
1681372811.4702413,0.0,0.0,0.3,0.019136185780657324,41.7,-16.5,-279.27,-26.4,57.6,-231.84,20.1,58.5,-299.11,-80.4,47.7,-244.42
1681372811.5019488,0.0,0.0,0.3,0.019136185780657324,41.1,-18.3,-280.72,-26.4,57.3,-230.87,20.4,61.2,-301.05,-81.3,49.2,-246.84
1681372811.5175693,0.0,0.0,0.3,0.019136185780657324,41.7,-17.1,-281.69,-26.4,58.5,-231.84,21.3,59.1,-299.11,-81.6,49.2,-245.87
1681372811.549578,0.0,0.0,0.3,0.019062867061191202,40.2,-17.1,-282.66,-27.0,58.5,-230.87,19.2,59.4,-298.63,-82.2,47.7,-247.32
1681372811.573678,0.0,0.0,0.3,0.019062867061191202,40.8,-17.1,-285.56,-27.9,57.6,-229.9,19.2,60.6,-297.66,-82.2,47.1,-247.32
1681372811.5993462,0.0,0.0,0.3,0.019062867061191202,42.9,-15.9,-280.24,-27.0,58.2,-231.35,20.1,61.8,-298.63,-81.6,48.6,-245.87
1681372811.623361,0.0,0.0,0.3,0.019062867061191202,39.9,-16.5,-282.66,-28.5,54.6,-229.9,20.7,60.0,-296.69,-81.9,50.4,-242.0
1681372811.6472704,0.0,0.0,0.3,0.019062867061191202,43.5,-16.2,-278.78,-26.7,59.4,-228.93,20.7,63.0,-299.6,-80.1,50.1,-247.81
1681372811.6713142,0.0,0.0,0.3,0.019062867061191202,41.7,-18.3,-283.14,-26.7,56.1,-229.42,20.1,60.3,-298.14,-82.8,48.9,-245.87
1681372811.695332,0.0,0.0,0.3,0.018989548341725084,42.0,-17.1,-284.11,-25.2,56.7,-228.93,20.7,59.1,-299.6,-82.5,47.4,-245.39
1681372811.7115011,0.0,0.0,0.3,0.018989548341725084,41.7,-16.8,-284.11,-24.3,55.2,-230.38,19.8,60.0,-299.11,-82.5,49.8,-247.81
1681372811.7435517,0.0,0.0,0.3,0.018989548341725084,41.1,-16.2,-278.78,-25.8,58.5,-231.84,20.4,58.5,-299.11,-83.4,49.8,-243.94
1681372811.7601194,0.0,0.0,0.3,0.018989548341725084,42.0,-19.2,-279.27,-26.1,56.4,-229.9,21.0,60.0,-295.24,-81.3,50.1,-244.9
1681372811.7842736,0.0,0.0,0.3,0.018989548341725084,43.2,-15.6,-282.17,-27.3,57.6,-230.87,20.1,60.0,-297.18,-81.3,48.6,-246.36
1681372811.8082907,0.0,0.0,0.3,0.018989548341725084,41.7,-17.7,-277.33,-24.9,56.1,-229.9,21.3,58.8,-295.24,-83.7,46.8,-241.03
1681372811.8385572,0.0,0.0,0.3,0.018989548341725084,42.3,-16.8,-279.27,-27.0,56.4,-232.32,19.5,59.7,-298.63,-82.5,48.3,-247.81
1681372811.862255,0.0,0.0,0.3,0.018989548341725084,40.5,-16.8,-285.56,-25.2,57.3,-231.35,20.1,59.4,-299.11,-83.7,48.6,-243.94
